;RestaurantName;AverageCostForTwo;AggregateRating;RatingText;Votes;Date;Coordinates;City/Country/Continent
1770;Bikaner Sweets Snacks & Restaurant;250;0.0;Not rated;0.0;2017-10-06T08:40:01Z;[28.4906203, 77.06710059999999];Gurgaon/India/Asia
1771;Bikaner Sweets;350;0.0;Not rated;0.0;2016-08-09T07:54:04Z;[28.489025800000004, 77.05605200000001];Gurgaon/India/Asia
1772;Biryani & Rolls;400;0.0;Not rated;0.0;2018-04-20T07:17:16Z;[28.4777059, 77.0580477];Gurgaon/India/Asia
1773;Cafe Coffee Day;450;0.0;Not rated;0.0;2017-01-29T05:56:59Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1774;Chefy's Kitchen;400;0.0;Not rated;1.0;2018-10-25T04:36:22Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1775;Delight Express;400;0.0;Not rated;2.0;2018-10-01T03:34:46Z;[28.4780353, 77.0610203];Gurgaon/India/Asia
1776;Dilli Rasoi;200;0.0;Not rated;0.0;2016-04-13T08:36:32Z;[28.487980600000004, 77.057516];Gurgaon/India/Asia
1777;Dujal Cafe;250;0.0;Not rated;0.0;2016-03-01T12:53:56Z;[28.4776466, 77.0608014];Gurgaon/India/Asia
1778;Full Dabba;300;0.0;Not rated;1.0;2017-01-08T22:12:31Z;[28.4978501, 77.06335849999999];Gurgaon/India/Asia
1779;HSI Food World;600;0.0;Not rated;0.0;2017-01-31T00:07:47Z;[28.4772163, 77.0670595];Gurgaon/India/Asia
1780;Krishna Restaurant;500;0.0;Not rated;1.0;2017-05-25T15:49:51Z;[28.475655199999995, 77.06161949999999];Gurgaon/India/Asia
1781;Lajawaab House Cafe;500;0.0;Not rated;0.0;2018-02-03T22:51:10Z;[28.4779663, 77.0607991];Gurgaon/India/Asia
1782;Luncheon Box;150;0.0;Not rated;0.0;2017-01-30T21:35:00Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1783;Modern Sweets;100;0.0;Not rated;2.0;2017-10-09T08:00:41Z;[28.4753834, 77.06032420000001];Gurgaon/India/Asia
1784;Radha Swami Shudh Vaishno Dhaba;150;0.0;Not rated;1.0;2017-05-15T04:15:14Z;[28.488876, 77.0558517];Gurgaon/India/Asia
1785;Raju Vaishno Amritsari Dhaba;150;0.0;Not rated;0.0;2018-01-29T03:47:26Z;[28.4752695, 77.0598733];Gurgaon/India/Asia
1786;Rustic Flavours;550;0.0;Not rated;2.0;2017-09-06T06:38:00Z;[28.4783366, 77.06053890000001];Gurgaon/India/Asia
1787;VK Food Court;400;0.0;Not rated;0.0;2018-09-18T10:24:02Z;[28.4755709, 77.0610258];Gurgaon/India/Asia
1788;Domino's Pizza;700;3.3;Average;32.0;2018-10-15T12:32:33Z;[28.5097704, 77.0714215];Gurgaon/India/Asia
1789;GoGourmet;600;3.2;Average;8.0;2017-05-01T11:05:34Z;[28.509437800000004, 77.0716913];Gurgaon/India/Asia
1790;Snack Shack;400;2.7;Average;15.0;2017-07-23T04:17:11Z;[28.5095911, 77.0714215];Gurgaon/India/Asia
1791;Westí©ross;400;3.5;Good;40.0;2018-11-11T10:19:52Z;[28.510128, 77.0693827];Gurgaon/India/Asia
1792;Fruitpro;150;0.0;Not rated;0.0;2018-04-22T03:56:00Z;[28.5100652, 77.0716913];Gurgaon/India/Asia
1793;Konetto Pizza;150;0.0;Not rated;0.0;2018-02-05T06:03:37Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1794;Tpot;800;0.0;Not rated;3.0;2017-09-23T23:06:07Z;[28.509602500000003, 77.0712645];Gurgaon/India/Asia
1795;Cake Desire;400;3.0;Average;4.0;2018-11-24T04:53:29Z;[28.5029596, 77.06444690000001];Gurgaon/India/Asia
1796;Burger Xpress;300;0.0;Not rated;2.0;2016-03-17T12:34:13Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1797;Divine Bites;300;0.0;Not rated;0.0;2018-06-14T01:47:42Z;[28.5029001, 77.0622916];Gurgaon/India/Asia
1798;Interaxis;400;0.0;Not rated;0.0;2018-08-25T12:52:51Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1799;Kwality wall's swirl's;200;0.0;Not rated;0.0;2018-07-05T16:35:23Z;[28.5101456, 77.07385090000001];Gurgaon/India/Asia
1800;Milan Apna Dhaba;300;0.0;Not rated;0.0;2016-12-03T09:33:12Z;[28.5035524, 77.06894759999999];Gurgaon/India/Asia
1801;R S Foods;450;0.0;Not rated;0.0;2017-02-07T18:26:10Z;[28.5050072, 77.06965579999999];Gurgaon/India/Asia
1802;Ronny Flavours;300;0.0;Not rated;2.0;2017-08-26T00:43:23Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1803;Shahi  Chicken Corner;250;0.0;Not rated;0.0;2017-04-14T06:34:03Z;[28.5035991, 77.06913859999999];Gurgaon/India/Asia
1804;Behrouz Biryani;600;3.4;Average;17.0;2017-03-22T11:49:09Z;[28.5041335, 77.05413840000001];Gurgaon/India/Asia
1805;Biryani Art;1100;3.3;Average;8.0;2016-02-27T17:44:43Z;[28.504104100000003, 77.0535606];Gurgaon/India/Asia
1806;Daawat-e! Amritsar;700;2.9;Average;27.0;2018-01-24T17:12:14Z;[28.5029179, 77.06466329999999];Gurgaon/India/Asia
1807;Faasos;600;3.0;Average;13.0;2016-05-07T08:07:01Z;[28.504107399999995, 77.05384140000001];Gurgaon/India/Asia
1808;Ovenstory Pizza;500;3.3;Average;15.0;2018-03-07T10:46:48Z;[28.5041784, 77.0540643];Gurgaon/India/Asia
1809;Pizza Hut Delivery;800;2.7;Average;53.0;2016-03-15T01:56:44Z;[28.504122, 77.0541569];Gurgaon/India/Asia
1810;Game n Grillz;850;3.6;Good;169.0;2016-05-30T02:06:14Z;[28.5046578, 77.051885];Gurgaon/India/Asia
1811;Hamoni Red: Play Cafe;900;3.9;Good;25.0;2018-11-15T04:27:50Z;[28.500642, 77.0537818];Gurgaon/India/Asia
1812;Firangi Bake;300;0.0;Not rated;0.0;2017-06-24T23:53:42Z;[28.5042056, 77.054079];Gurgaon/India/Asia
1813;Indochi;250;0.0;Not rated;0.0;2018-07-13T20:57:24Z;[28.5048386, 77.0516126];Gurgaon/India/Asia
1814;Kettle & Kegs;200;0.0;Not rated;3.0;2016-12-05T14:44:05Z;[28.5042347, 77.0540696];Gurgaon/India/Asia
1815;The Food Garage;550;0.0;Not rated;2.0;2018-03-29T18:29:06Z;[28.5041169, 77.0545497];Gurgaon/India/Asia
1816;Machan;900;3.3;Average;88.0;2016-05-22T13:37:34Z;[28.4664277, 77.0644064];Gurgaon/India/Asia
1817;Mainland China;1800;3.3;Average;563.0;2018-12-08T11:55:42Z;[28.4686372, 77.0623603];Gurgaon/India/Asia
1818;Pind Balluchi;800;3.4;Average;1022.0;2017-05-08T13:40:48Z;[28.4680413, 77.0644064];Gurgaon/India/Asia
1819;Sagar Ratna;600;2.7;Average;235.0;2016-11-20T23:50:31Z;[28.4681718, 77.0629673];Gurgaon/India/Asia
1820;Sasuraal;1400;3.3;Average;586.0;2017-09-02T22:17:07Z;[28.4686577, 77.0624277];Gurgaon/India/Asia
1821;feel ALIVE;1200;4.7;Excellent;69.0;2018-12-13T10:55:45Z;[28.4679257, 77.0641366];Gurgaon/India/Asia
1822;Matchbox;1500;4.8;Excellent;245.0;2018-03-07T12:34:45Z;[28.4682268, 77.0626075];Gurgaon/India/Asia
1823;Prankster;1500;4.8;Excellent;1478.0;2016-12-12T14:53:15Z;[28.4691662, 77.06335729999999];Gurgaon/India/Asia
1824;21 Gun Salute;2000;3.9;Good;1365.0;2016-05-19T03:19:46Z;[28.4681891, 77.0631472];Gurgaon/India/Asia
1825;Backyard Underground;1400;3.5;Good;134.0;2018-11-06T16:57:31Z;[28.468337, 77.06314300000001];Gurgaon/India/Asia
1826;Bikanervala;550;3.8;Good;966.0;2017-06-15T01:14:22Z;[28.468680600000003, 77.06359690000001];Gurgaon/India/Asia
1827;Chin Chin;1500;3.5;Good;429.0;2018-09-03T03:36:16Z;[28.4682354, 77.0626975];Gurgaon/India/Asia
1828;Domino's Pizza;700;3.6;Good;146.0;2017-09-18T22:21:34Z;[28.4682247, 77.06321940000001];Gurgaon/India/Asia
1829;Eggjactly;500;3.7;Good;241.0;2016-04-27T06:47:33Z;[28.468580100000004, 77.06788780000001];Gurgaon/India/Asia
1830;Gola Sizzlers;1500;3.5;Good;853.0;2017-05-26T09:09:15Z;[28.468394300000003, 77.063417];Gurgaon/India/Asia
1831;Hunter Valley;1600;3.6;Good;254.0;2016-08-18T12:49:33Z;[28.4673849, 77.0638106];Gurgaon/India/Asia
1832;Jungle Jamboree;1500;3.8;Good;1317.0;2016-02-11T10:09:55Z;[28.4673792, 77.06404659999998];Gurgaon/India/Asia
1833;McDonald's;500;3.5;Good;187.0;2016-01-01T01:52:18Z;[28.4682874, 77.0632371];Gurgaon/India/Asia
1834;My Bar Headquarters By Dockyard;1500;3.9;Good;401.0;2017-03-26T03:05:06Z;[28.4679517, 77.0644064];Gurgaon/India/Asia
1835;Punjabi by Nature;1500;3.6;Good;302.0;2018-07-14T06:11:31Z;[28.4691956, 77.0624277];Gurgaon/India/Asia
1836;Sandys Cocktails & Kitchen;1800;3.9;Good;297.0;2017-08-28T23:24:26Z;[28.472016, 77.0712417];Gurgaon/India/Asia
1837;Sense Of Spirits;1200;3.9;Good;280.0;2018-01-16T11:45:20Z;[28.4695542, 77.0633627];Gurgaon/India/Asia
1838;Starbucks;700;3.7;Good;269.0;2016-01-31T08:36:30Z;[28.468377, 77.0632371];Gurgaon/India/Asia
1839;Swagath;1500;3.6;Good;289.0;2016-01-12T20:38:31Z;[28.469687100000005, 77.0628774];Gurgaon/India/Asia
1840;The Old School Brew House;2000;3.9;Good;96.0;2018-11-27T00:18:54Z;[28.467777, 77.0641949];Gurgaon/India/Asia
1841;Barcelos;1400;4.0;Very Good;322.0;2017-09-22T02:29:19Z;[28.4691552, 77.0624025];Gurgaon/India/Asia
1842;Boombox Brewstreet;1600;4.4;Very Good;391.0;2016-07-23T13:56:28Z;[28.4679344, 77.0642265];Gurgaon/India/Asia
1843;BRONX Bar Exchange;2100;4.1;Very Good;569.0;2017-09-05T07:34:21Z;[28.468125399999995, 77.063417];Gurgaon/India/Asia
1844;Djinggs;1500;4.1;Very Good;105.0;2017-05-10T10:23:59Z;[28.4679344, 77.0642265];Gurgaon/India/Asia
1845;Downtown - Diners & Living Beer Cafe;1800;4.4;Very Good;3569.0;2016-09-19T12:01:40Z;[28.4683279, 77.0631922];Gurgaon/India/Asia
1846;Drifters Cafe;400;4.1;Very Good;208.0;2017-02-06T15:56:43Z;[28.471349, 77.0671046];Gurgaon/India/Asia
1847;Gung The Palace;2500;4.2;Very Good;327.0;2016-03-24T07:15:46Z;[28.4685726, 77.0625436];Gurgaon/India/Asia
1848;Magadh and Awadh;1200;4.0;Very Good;226.0;2017-07-16T23:33:55Z;[28.4723195, 77.0716014];Gurgaon/India/Asia
1849;Mamagoto;1600;4.1;Very Good;875.0;2017-07-22T16:05:07Z;[28.467656800000004, 77.0641366];Gurgaon/India/Asia
1850;Molecule Air Bar;1500;4.2;Very Good;1809.0;2016-09-07T15:44:59Z;[28.4679344, 77.0642265];Gurgaon/India/Asia
1851;Nagai;3300;4.3;Very Good;56.0;2016-10-22T06:37:51Z;[28.4640533, 77.064243];Gurgaon/India/Asia
1852;PitStop BrewPub;1250;4.4;Very Good;166.0;2017-04-29T19:29:40Z;[28.462144899999995, 77.07155709999999];Gurgaon/India/Asia
1853;The Classroom;1200;4.4;Very Good;146.0;2017-05-30T09:02:22Z;[28.4681949, 77.0627425];Gurgaon/India/Asia
1854;buí©no;650;3.8;Good;99.0;2016-07-31T15:35:07Z;[28.4598737, 77.0553395];Gurgaon/India/Asia
1855;Bottles and Barrels;1850;4.0;Very Good;242.0;2017-08-22T20:29:14Z;[28.4606832, 77.0521813];Gurgaon/India/Asia
1856;A One Rasoi;500;3.1;Average;11.0;2018-07-17T15:43:02Z;[28.4489745, 77.05683909999999];Gurgaon/India/Asia
1857;Angeethi;450;2.7;Average;73.0;2016-10-06T00:26:21Z;[28.4534927, 77.0510698];Gurgaon/India/Asia
1858;Burger Point;300;2.7;Average;7.0;2016-10-06T02:19:30Z;[28.4529876, 77.0509079];Gurgaon/India/Asia
1859;Cafe Coffee Day;450;3.1;Average;23.0;2017-04-13T15:01:39Z;[28.4532365, 77.05045679999999];Gurgaon/India/Asia
1860;Cake Castle;250;3.2;Average;23.0;2016-03-13T21:25:21Z;[28.453487, 77.05111540000001];Gurgaon/India/Asia
1861;CHA;200;3.2;Average;7.0;2017-07-03T05:59:32Z;[28.445780900000003, 77.04467029999999];Gurgaon/India/Asia
1862;Chai Point;200;2.9;Average;10.0;2017-06-27T12:42:53Z;[28.4645465, 77.05493359999998];Gurgaon/India/Asia
1863;Fees - The Cloud Kitchen;850;2.9;Average;5.0;2018-04-17T20:19:48Z;[28.4515538, 77.0514542];Gurgaon/India/Asia
1864;Food Ka Mood;500;3.1;Average;34.0;2016-08-03T11:26:38Z;[28.4491214, 77.05739799999999];Gurgaon/India/Asia
1865;Frozen Factory;200;3.1;Average;7.0;2018-02-16T02:51:31Z;[28.4529016, 77.0505547];Gurgaon/India/Asia
1866;Goli Vada Pav No. 1;150;3.1;Average;5.0;2018-11-04T21:03:06Z;[28.4534826, 77.05105040000001];Gurgaon/India/Asia
1867;Green Chick Chop;350;3.1;Average;14.0;2017-07-24T10:57:25Z;[28.4538134, 77.0512923];Gurgaon/India/Asia
1868;Harichatni.com;500;2.9;Average;7.0;2018-05-18T20:02:55Z;[28.4549152, 77.05588279999999];Gurgaon/India/Asia
1869;Kk Chaap Express;250;3.3;Average;8.0;2018-12-25T18:35:58Z;[28.4527412, 77.05063170000001];Gurgaon/India/Asia
1870;Latenight.in;600;3.0;Average;8.0;2018-10-11T20:50:25Z;[28.45232201, 77.04479218];Gurgaon/India/Asia
1871;Mitran Da Junction;500;2.7;Average;7.0;2018-05-15T16:29:50Z;[28.4540489, 77.05133199999999];Gurgaon/India/Asia
1872;Mogambo Kitchen;350;3.1;Average;9.0;2018-04-20T03:23:44Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1873;Mother Ringlet;450;2.5;Average;52.0;2018-05-23T13:13:12Z;[28.4535417, 77.05097430000001];Gurgaon/India/Asia
1874;Sna-X Point;300;3.2;Average;39.0;2016-08-08T12:34:14Z;[28.4490081, 77.05694040000002];Gurgaon/India/Asia
1875;Wow! Momo;400;2.9;Average;9.0;2017-10-01T09:27:14Z;[28.453489500000003, 77.050958];Gurgaon/India/Asia
1876;Yashna;500;2.8;Average;73.0;2016-08-29T04:07:00Z;[28.4530419, 77.0510225];Gurgaon/India/Asia
1877;Twigly;500;4.5;Excellent;76.0;2017-09-08T10:19:01Z;[28.4344744, 77.0587634];Gurgaon/India/Asia
1878;Bakers Oven;600;3.6;Good;183.0;2018-03-14T16:18:01Z;[28.4529609, 77.0509348];Gurgaon/India/Asia
1879;Dilli 6 On Wheels;250;3.8;Good;142.0;2017-09-06T18:07:34Z;[28.4457489, 77.04486159999999];Gurgaon/India/Asia
1880;La Pino'z Pizza;650;3.5;Good;22.0;2017-08-27T13:43:38Z;[28.4530361, 77.0502902];Gurgaon/India/Asia
1881;LeanBodyMeals;600;3.9;Good;144.0;2016-12-24T06:17:32Z;[28.455681, 77.05551899999999];Gurgaon/India/Asia
1882;Om Sweets & Snacks;500;3.5;Good;486.0;2017-01-07T06:11:33Z;[28.4528201, 77.05048199999999];Gurgaon/India/Asia
1883;Tasty Tweets;400;3.9;Good;104.0;2018-11-29T11:08:27Z;[28.453446000000003, 77.0511135];Gurgaon/India/Asia
1884;The Kathi Rolls;400;3.5;Good;136.0;2017-09-09T00:10:59Z;[28.4530322, 77.05072290000001];Gurgaon/India/Asia
1885;Bite N Sip;350;0.0;Not rated;3.0;2016-12-03T15:42:13Z;[28.4492369, 77.05728149999999];Gurgaon/India/Asia
1886;Burger Joint;300;0.0;Not rated;1.0;2017-12-14T01:56:36Z;[28.4493778, 77.05660329999999];Gurgaon/India/Asia
1887;Dilli Light;600;0.0;Not rated;0.0;2018-11-30T01:38:19Z;[28.4537774, 77.051106];Gurgaon/India/Asia
1888;Love Desserts;600;0.0;Not rated;0.0;2016-07-15T10:46:16Z;[28.444784, 77.059453];Gurgaon/India/Asia
1889;Flying Cakes;350;2.4;Poor;13.0;2018-10-11T18:17:09Z;[28.4497559, 77.0571362];Gurgaon/India/Asia
1890;Bikkgane Biryani;800;4.0;Very Good;530.0;2017-11-08T17:45:36Z;[28.4528047, 77.05053050000001];Gurgaon/India/Asia
1891;Cafeast;500;3.0;Average;6.0;2017-06-21T09:35:42Z;[28.4444788, 77.03975882];Gurgaon/India/Asia
1892;Yomo-Your Only Momo Outlet;150;3.0;Average;5.0;2017-03-28T06:30:17Z;[28.45321428, 77.04963807];Gurgaon/India/Asia
1893;Afghan Indian;500;0.0;Not rated;0.0;2018-01-12T18:12:10Z;[28.4393846, 77.04633249999999];Gurgaon/India/Asia
1894;Al Fanoos;900;0.0;Not rated;0.0;2018-11-04T14:03:41Z;[28.4392847, 77.0452895];Gurgaon/India/Asia
1895;Alwar Sweets & Namkeen;150;0.0;Not rated;3.0;2016-02-14T21:34:28Z;[28.4495255, 77.0573908];Gurgaon/India/Asia
1896;Baskin Robbins;300;0.0;Not rated;0.0;2017-06-25T22:41:53Z;[28.46721998, 77.01766379];Gurgaon/India/Asia
1897;Bisht Food Court;200;0.0;Not rated;0.0;2016-07-30T16:19:34Z;[28.4457028, 77.044871];Gurgaon/India/Asia
1898;Burj Al Arab;700;0.0;Not rated;0.0;2018-04-25T02:27:30Z;[28.4394628, 77.0450676];Gurgaon/India/Asia
1899;Chinese Chilli Sizllers;250;0.0;Not rated;0.0;2016-06-12T07:43:37Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1900;Costa Coffee;600;0.0;Not rated;0.0;2017-09-11T18:07:55Z;[28.43954754, 77.04079684];Gurgaon/India/Asia
1901;Costa Coffee;600;0.0;Not rated;0.0;2016-03-27T21:40:08Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1902;Desi Bites;400;0.0;Not rated;2.0;2017-05-02T01:49:16Z;[28.4395668, 77.04614699999999];Gurgaon/India/Asia
1903;Fresh Food;200;0.0;Not rated;0.0;2016-01-08T09:27:12Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1904;Kwality Restaurant;400;0.0;Not rated;0.0;2018-10-12T03:51:14Z;[28.445542100000004, 77.0448877];Gurgaon/India/Asia
1905;Kwality Wall's Swirl's;200;0.0;Not rated;1.0;2016-06-09T07:55:06Z;[28.4433453, 77.05559190000001];Gurgaon/India/Asia
1906;Nehra's Food Point;350;0.0;Not rated;0.0;2018-06-01T04:05:39Z;[28.4415695, 77.0557718];Gurgaon/India/Asia
1907;Orange Food Cart;200;0.0;Not rated;0.0;2018-10-06T15:49:00Z;[28.43958321, 77.04298183];Gurgaon/India/Asia
1908;Royal Sweets;500;0.0;Not rated;0.0;2017-08-23T21:15:21Z;[28.4394492, 77.0449407];Gurgaon/India/Asia
1909;Shree Annapurna;200;0.0;Not rated;0.0;2018-07-16T14:27:32Z;[28.43970173, 77.04290237];Gurgaon/India/Asia
1910;Underground Restaurant;600;0.0;Not rated;0.0;2018-07-14T19:52:39Z;[28.4440456, 77.0575645];Gurgaon/India/Asia
1911;Midnight Sutra;600;3.0;Average;174.0;2017-03-17T22:33:37Z;[28.4507062, 77.09061059999999];Gurgaon/India/Asia
1912;Paddy's - The Grub Grill;600;3.2;Average;11.0;2017-04-07T08:37:51Z;[28.4419061, 77.08592990000001];Gurgaon/India/Asia
1913;Sugar Rush By Saiba;400;4.1;Very Good;176.0;2016-04-20T02:27:03Z;[28.4514497, 77.09598079999999];Gurgaon/India/Asia
1914;Bamboo House;550;3.4;Average;64.0;2016-01-05T07:11:04Z;[28.4351572, 77.0593066];Gurgaon/India/Asia
1915;Burger Unlimited Kitchen;600;3.2;Average;41.0;2017-09-27T04:38:56Z;[28.435018100000004, 77.0595047];Gurgaon/India/Asia
1916;Cafeteria Point;500;3.2;Average;24.0;2016-07-31T22:47:49Z;[28.4340212, 77.0598728];Gurgaon/India/Asia
1917;Choudhary Gohana Famous Jalebi;200;3.2;Average;10.0;2016-06-06T20:58:57Z;[28.4341404, 77.0599779];Gurgaon/India/Asia
1918;Curry N' Tandoor;500;3.2;Average;18.0;2016-11-10T23:21:59Z;[28.4345074, 77.05981659999999];Gurgaon/India/Asia
1919;Dawat-e-Ishq;600;3.3;Average;59.0;2017-09-18T19:54:56Z;[28.435126300000004, 77.0592634];Gurgaon/India/Asia
1920;Delish Bake N Choc;250;2.9;Average;28.0;2018-03-22T15:26:18Z;[28.4349266, 77.0589267];Gurgaon/India/Asia
1921;Flavours;600;3.3;Average;74.0;2017-11-20T04:37:52Z;[28.4345889, 77.05876909999999];Gurgaon/India/Asia
1922;Om Sweets & Snacks;500;2.8;Average;14.0;2016-12-13T22:32:26Z;[28.4347324, 77.0586849];Gurgaon/India/Asia
1923;Om Sweets;300;3.2;Average;50.0;2017-05-20T23:32:31Z;[28.4349952, 77.05910440000001];Gurgaon/India/Asia
1924;Raj Restaurant;700;3.1;Average;11.0;2016-05-20T17:40:20Z;[28.4342048, 77.0593696];Gurgaon/India/Asia
1925;Tasha's Artisan Foods;200;3.2;Average;10.0;2016-09-29T12:01:06Z;[28.4447042, 77.05935459999999];Gurgaon/India/Asia
1926;Urban Kitchen;500;3.2;Average;88.0;2018-02-02T04:08:58Z;[28.4352128, 77.0593757];Gurgaon/India/Asia
1927;Nite Bites;650;3.7;Good;427.0;2018-07-08T21:15:11Z;[28.4471752, 77.07240329999999];Gurgaon/India/Asia
1928;Apna Dabba;200;0.0;Not rated;0.0;2017-09-25T16:41:54Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1929;BiBo's Kitchen;350;0.0;Not rated;3.0;2018-03-28T19:26:14Z;[28.4418059, 77.07171720000001];Gurgaon/India/Asia
1930;Burger Point;300;0.0;Not rated;1.0;2018-12-23T10:22:54Z;[28.4344647, 77.0597723];Gurgaon/India/Asia
1931;Cherry Crossing Foods;300;0.0;Not rated;3.0;2018-08-31T08:26:35Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1932;Chinese Fast Food;250;0.0;Not rated;0.0;2018-11-27T09:45:57Z;[28.4472195, 77.0732567];Gurgaon/India/Asia
1933;Chinese Food;200;0.0;Not rated;0.0;2018-04-01T05:02:49Z;[28.4446522, 77.0594005];Gurgaon/India/Asia
1934;Chop Shop;250;0.0;Not rated;0.0;2016-07-03T10:53:02Z;[28.4346562, 77.05917109999999];Gurgaon/India/Asia
1935;Dhara;400;0.0;Not rated;1.0;2017-10-09T21:19:04Z;[28.4446824, 77.059536];Gurgaon/India/Asia
1936;Foody Goody;300;0.0;Not rated;0.0;2018-06-01T17:57:46Z;[28.4513687, 77.0679502];Gurgaon/India/Asia
1937;Kehar Sweets And Snacks;100;0.0;Not rated;1.0;2016-02-22T10:28:38Z;[28.4346657, 77.0595633];Gurgaon/India/Asia
1938;Muskan Chicken Biryani;200;0.0;Not rated;0.0;2016-05-21T11:20:11Z;[28.4444633, 77.05924499999999];Gurgaon/India/Asia
1939;Shakes Cakes 'n' More;150;0.0;Not rated;1.0;2018-05-25T08:29:11Z;[28.4439045, 77.0598983];Gurgaon/India/Asia
1940;Shri Sai Kirpa Food;400;0.0;Not rated;0.0;2016-03-28T13:48:50Z;[28.4471412, 77.0740245];Gurgaon/India/Asia
1941;Sufiya Hotel;250;0.0;Not rated;0.0;2016-06-22T11:05:32Z;[28.4479605, 77.07357540000001];Gurgaon/India/Asia
1942;The Breakfast Bite;300;0.0;Not rated;1.0;2016-08-08T13:14:57Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1943;Veg Hut;350;0.0;Not rated;0.0;2017-07-22T17:13:12Z;[28.447879, 77.0735393];Gurgaon/India/Asia
1944;Raj Restaurant;700;2.4;Poor;92.0;2017-02-09T07:46:49Z;[28.4448577, 77.05962290000001];Gurgaon/India/Asia
1945;Burger Hut;300;2.8;Average;16.0;2018-02-01T09:41:54Z;[28.4802841, 77.02052320000001];Gurgaon/India/Asia
1946;Dancing Turkeys;800;3.3;Average;17.0;2017-01-06T04:35:56Z;[28.447768300000003, 77.07101390000001];Gurgaon/India/Asia
1947;The Pack King;400;0.0;Not rated;3.0;2018-03-16T08:27:01Z;[28.434682, 77.0689933];Gurgaon/India/Asia
1948;Bikaner Misthan Bhandar;350;0.0;Not rated;0.0;2018-05-08T19:37:45Z;[28.4317225, 77.0887235];Gurgaon/India/Asia
1949;Zizo;1600;3.9;Good;233.0;2018-06-05T19:40:02Z;[28.4454847, 77.1011865];Gurgaon/India/Asia
1950;Grill King Kabab & Curries;500;2.4;Poor;20.0;2016-02-12T20:58:40Z;[28.4372591, 77.10424350000001];Gurgaon/India/Asia
1951;Aarush - A Mediterranean Kitchen;600;3.2;Average;6.0;2016-06-13T06:41:13Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1952;Blossoms 4 U;300;3.0;Average;6.0;2017-03-04T22:05:20Z;[28.424109, 77.110596];Gurgaon/India/Asia
1953;Breakfast@60;120;3.1;Average;6.0;2017-04-25T08:15:22Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1954;Bunny Burgers;400;3.3;Average;15.0;2016-09-01T11:24:25Z;[28.4251591, 77.09916340000001];Gurgaon/India/Asia
1955;Curry Haus;600;3.1;Average;4.0;2017-05-28T15:18:31Z;[28.420766, 77.09389399999999];Gurgaon/India/Asia
1956;Droolfi;100;3.0;Average;4.0;2017-11-17T16:22:37Z;[28.42517935, 77.09959824];Gurgaon/India/Asia
1957;Earthen Spices;600;2.7;Average;20.0;2018-01-11T00:28:58Z;[28.4213907, 77.1019507];Gurgaon/India/Asia
1958;FatPlates;600;3.0;Average;18.0;2018-04-02T05:03:05Z;[28.4211708, 77.1018657];Gurgaon/India/Asia
1959;Food4U!;600;3.2;Average;18.0;2018-01-17T19:18:26Z;[28.4362232, 77.1362757];Gurgaon/India/Asia
1960;Ghar Ki Handi;300;3.0;Average;6.0;2018-06-17T21:18:34Z;[28.42826235, 77.00270014657752];Gurgaon/India/Asia
1961;Giani;300;3.2;Average;7.0;2017-10-16T20:16:40Z;[28.425568100000003, 77.1000368];Gurgaon/India/Asia
1962;Great Desserts Company;300;3.3;Average;14.0;2018-01-13T13:22:41Z;[28.4273124, 77.0982526];Gurgaon/India/Asia
1963;Green Chick Chop;350;2.9;Average;4.0;2017-09-12T05:06:09Z;[28.4250375, 77.0992983];Gurgaon/India/Asia
1964;Mughlai Treat;500;3.2;Average;48.0;2018-06-04T06:27:06Z;[28.421414, 77.1017259];Gurgaon/India/Asia
1965;Munch;700;3.1;Average;9.0;2018-08-01T19:16:50Z;[28.434589000000003, 77.1349572];Gurgaon/India/Asia
1966;New Spice World;600;2.9;Average;5.0;2016-11-07T07:46:33Z;[28.42516814, 77.09929749];Gurgaon/India/Asia
1967;Pure Bliss;500;3.0;Average;33.0;2018-12-09T02:41:43Z;[28.42894133, 77.09992748];Gurgaon/India/Asia
1968;Puskar Raj Momos & Chinese Corner;200;3.0;Average;4.0;2018-08-29T07:35:00Z;[28.4252326, 77.0992973];Gurgaon/India/Asia
1969;Sai-Yo!;650;3.1;Average;37.0;2018-08-12T21:01:54Z;[28.4283926, 77.10015250000001];Gurgaon/India/Asia
1970;Shanghai Cafe;600;2.6;Average;17.0;2017-11-29T03:26:01Z;[28.4285248, 77.10006829999999];Gurgaon/India/Asia
